work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,id
2025,Mid-level,Full-time,Data Scientist,132600,US,100,US,Medium (51–500 employees),1
2025,Mid-level,Full-time,Data Engineer,108000,US,100,US,Medium (51–500 employees),8411
2025,Mid-level,Full-time,Data Engineer,69620,GB,0,GB,Medium (51–500 employees),8412
2025,Senior-level,Full-time,Data Lead,268000,US,0,US,Medium (51–500 employees),8787
2025,Senior-level,Full-time,Systems Engineer,163000,US,0,US,Medium (51–500 employees),8968
2025,Mid-level,Full-time,Researcher,96342,CA,0,CA,Medium (51–500 employees),8969
2025,Mid-level,Full-time,Engineer,115000,US,0,US,Medium (51–500 employees),10435
2025,Mid-level,Full-time,Associate,121000,US,0,US,Medium (51–500 employees),10438
2025,Mid-level,Full-time,Data Analyst,156000,US,0,US,Medium (51–500 employees),11082
2025,Mid-level,Full-time,Data Analyst,128500,US,0,US,Medium (51–500 employees),11083
2025,Junior,Full-time,Analyst,70261,CA,0,CA,Medium (51–500 employees),11088
2025,Junior,Full-time,Analyst,39347,CA,0,CA,Medium (51–500 employees),11089
2025,Senior-level,Full-time,Manager,150000,US,0,US,Medium (51–500 employees),11090
2025,Senior-level,Full-time,Software Developer,168000,US,0,US,Medium (51–500 employees),12271
2025,Senior-level,Full-time,Product Designer,234000,US,100,US,Medium (51–500 employees),12274
2025,Senior-level,Full-time,Product Designer,163000,US,100,US,Medium (51–500 employees),12275
2025,Senior-level,Full-time,Engineering Manager,197000,US,0,US,Medium (51–500 employees),12546
2025,Mid-level,Full-time,Engineer,161000,US,0,US,Medium (51–500 employees),12547
2025,Mid-level,Full-time,Engineer,113000,US,0,US,Medium (51–500 employees),12548
2025,Senior-level,Full-time,Product Manager,271000,US,0,US,Medium (51–500 employees),12549
2025,Senior-level,Full-time,Product Manager,183000,US,0,US,Medium (51–500 employees),12550
2025,Junior,Full-time,Data Scientist,120000,US,0,US,Medium (51–500 employees),12919
2025,Junior,Full-time,Data Scientist,85100,US,0,US,Medium (51–500 employees),12920
2025,Senior-level,Full-time,Data Scientist,159000,US,0,US,Medium (51–500 employees),12921
2025,Senior-level,Full-time,Engineer,284500,US,0,US,Medium (51–500 employees),12991
2025,Senior-level,Full-time,Data Scientist,291000,US,0,US,Medium (51–500 employees),13103
2025,Senior-level,Full-time,Analytics Engineer,178000,US,100,US,Medium (51–500 employees),13353
2025,Senior-level,Full-time,Analytics Engineer,111000,US,100,US,Medium (51–500 employees),13354
2025,Junior,Full-time,Data Analyst,64481,GB,0,GB,Medium (51–500 employees),13753
2025,Director,Full-time,Head of Machine Learning,250000,US,0,US,Medium (51–500 employees),13756
2025,Director,Full-time,Head of Machine Learning,220000,US,0,US,Medium (51–500 employees),13757
2025,Mid-level,Full-time,Data Engineer,164100,US,0,US,Medium (51–500 employees),13758
2025,Mid-level,Full-time,Data Engineer,138590,US,0,US,Medium (51–500 employees),13759
2025,Mid-level,Full-time,Data Engineer,51052,IT,0,IT,Medium (51–500 employees),13760
2025,Mid-level,Full-time,Manager,112655,US,0,US,Medium (51–500 employees),63855
2025,Senior-level,Full-time,Machine Learning Engineer,235000,CA,100,CA,Medium (51–500 employees),14304
2025,Senior-level,Full-time,Machine Learning Engineer,157000,CA,100,CA,Medium (51–500 employees),14305
2025,Senior-level,Full-time,Engineer,161000,US,0,US,Medium (51–500 employees),14576
2025,Senior-level,Full-time,Software Engineer,134600,US,0,US,Medium (51–500 employees),14758
2025,Senior-level,Full-time,Research Scientist,300000,US,0,US,Medium (51–500 employees),14759
2025,Senior-level,Full-time,Research Scientist,100000,US,0,US,Medium (51–500 employees),14760
2025,Junior,Full-time,Data Engineer,58218,AT,0,AT,Medium (51–500 employees),14761
2025,Senior-level,Full-time,Data Engineer,223400,US,0,US,Medium (51–500 employees),14763
2025,Senior-level,Full-time,Software Engineer,307100,US,100,US,Medium (51–500 employees),16131
2025,Mid-level,Full-time,AI Researcher,120000,US,0,US,Medium (51–500 employees),16135
2025,Mid-level,Full-time,AI Researcher,60000,US,0,US,Medium (51–500 employees),16136
2025,Senior-level,Full-time,Research Scientist,214500,CA,100,CA,Medium (51–500 employees),16137
2025,Senior-level,Full-time,Research Scientist,124300,CA,100,CA,Medium (51–500 employees),16138
2025,Mid-level,Full-time,Research Scientist,234500,US,0,US,Medium (51–500 employees),17681
2025,Mid-level,Full-time,Research Scientist,101900,US,0,US,Medium (51–500 employees),17682
2025,Mid-level,Full-time,Research Engineer,275000,US,100,US,Medium (51–500 employees),18051
2025,Mid-level,Full-time,Research Engineer,185000,US,100,US,Medium (51–500 employees),18052
2025,Senior-level,Full-time,Manager,146000,US,0,US,Medium (51–500 employees),18056
2025,Senior-level,Full-time,Data Scientist,155520,US,0,US,Medium (51–500 employees),19423
2025,Senior-level,Full-time,Data Scientist,103680,US,0,US,Medium (51–500 employees),19424
2025,Senior-level,Full-time,Data Engineer,110000,US,100,US,Medium (51–500 employees),19428
2025,Senior-level,Full-time,Data Engineer,189175,US,0,US,Medium (51–500 employees),19429
2025,Senior-level,Full-time,Data Engineer,104650,US,0,US,Medium (51–500 employees),19430
2025,Senior-level,Full-time,Data Governance Lead,130425,US,100,US,Medium (51–500 employees),19435
2025,Senior-level,Full-time,Software Developer,129639,US,100,US,Medium (51–500 employees),19526
2025,Mid-level,Full-time,Data Engineer,122177,US,0,US,Medium (51–500 employees),912
2025,Senior-level,Full-time,Software Engineer,220500,US,100,US,Medium (51–500 employees),19785
2025,Mid-level,Full-time,Manager,114677,CA,0,CA,Medium (51–500 employees),19790
2025,Senior-level,Full-time,AI Engineer,204900,US,0,US,Medium (51–500 employees),19792
2025,Mid-level,Full-time,Data Engineer,250000,US,0,US,Medium (51–500 employees),19965
2025,Senior-level,Full-time,Data Infrastructure Engineer,130000,US,0,US,Medium (51–500 employees),20154
2025,Mid-level,Full-time,Data Engineer,75500,US,0,US,Medium (51–500 employees),20238
2025,Senior-level,Full-time,Data Engineer,169700,US,0,US,Medium (51–500 employees),20239
2025,Senior-level,Full-time,Data Engineer,93300,US,0,US,Medium (51–500 employees),20240
2025,Mid-level,Full-time,Data Engineer,141600,US,100,US,Medium (51–500 employees),20435
2025,Junior,Full-time,Data Analyst,55000,US,0,US,Medium (51–500 employees),20508
2025,Director,Full-time,Executive,119598,US,0,US,Medium (51–500 employees),20511
2025,Director,Full-time,Executive,64399,US,0,US,Medium (51–500 employees),20512
2025,Senior-level,Full-time,Analyst,144600,US,0,US,Medium (51–500 employees),20523
2025,Senior-level,Full-time,Analyst,96400,US,0,US,Medium (51–500 employees),20524
2025,Mid-level,Full-time,Associate,146775,US,0,US,Medium (51–500 employees),20526
2025,Senior-level,Full-time,AI Engineer,128400,US,0,US,Medium (51–500 employees),21891
2025,Mid-level,Full-time,Data Scientist,150400,CA,0,CA,Medium (51–500 employees),21896
2025,Mid-level,Full-time,Data Scientist,84200,CA,0,CA,Medium (51–500 employees),21897
2025,Senior-level,Full-time,Research Engineer,141000,US,0,US,Medium (51–500 employees),92
2025,Senior-level,Full-time,Business Intelligence Analyst,180000,US,0,US,Medium (51–500 employees),93
2025,Senior-level,Full-time,Business Intelligence Analyst,78000,US,0,US,Medium (51–500 employees),94
2025,Mid-level,Full-time,Software Engineer,175950,US,0,US,Medium (51–500 employees),95
2025,Mid-level,Full-time,Software Engineer,96900,US,0,US,Medium (51–500 employees),96
2025,Senior-level,Full-time,Software Engineer,235000,US,0,US,Medium (51–500 employees),97
2025,Senior-level,Full-time,Software Engineer,159800,US,0,US,Medium (51–500 employees),98
2025,Mid-level,Full-time,Manager,160000,US,0,US,Medium (51–500 employees),99
2025,Mid-level,Full-time,Manager,102000,US,0,US,Medium (51–500 employees),100
2025,Junior,Full-time,Analyst,150000,US,0,US,Medium (51–500 employees),101
2025,Junior,Full-time,Analyst,125000,US,0,US,Medium (51–500 employees),102
2025,Junior,Full-time,Quantitative Researcher,300000,US,0,US,Medium (51–500 employees),103
2025,Junior,Full-time,Quantitative Researcher,250000,US,0,US,Medium (51–500 employees),104
2025,Director,Full-time,Developer,280000,US,100,US,Medium (51–500 employees),105
2025,Director,Full-time,Developer,224000,US,100,US,Medium (51–500 employees),106
2025,Senior-level,Full-time,Platform Engineer,240000,US,0,US,Medium (51–500 employees),107
2025,Senior-level,Full-time,Data Scientist,183500,US,0,US,Medium (51–500 employees),21900
2025,Mid-level,Full-time,Engineer,80000,ES,100,ES,Medium (51–500 employees),22081
2025,Senior-level,Full-time,Product Manager,166800,CA,0,CA,Medium (51–500 employees),22082
2025,Mid-level,Full-time,Manager,118200,US,0,US,Medium (51–500 employees),22818
2025,Mid-level,Part-time,Data Analysis,30000,BR,100,BR,Medium (51–500 employees),22821
2025,Senior-level,Full-time,Data Analyst,72000,US,0,US,Medium (51–500 employees),22906
2025,Senior-level,Full-time,Data Analyst,207720,US,100,US,Medium (51–500 employees),22907
2025,Senior-level,Full-time,Data Analyst,104900,US,100,US,Medium (51–500 employees),22908
2025,Mid-level,Full-time,Associate,103100,US,0,US,Medium (51–500 employees),22995
2025,Mid-level,Full-time,Associate,64000,US,0,US,Medium (51–500 employees),22996
2025,Mid-level,Full-time,Analyst,75000,US,100,US,Medium (51–500 employees),22997
2025,Mid-level,Full-time,Analyst,60000,US,100,US,Medium (51–500 employees),22998
2025,Senior-level,Full-time,Software Engineer,109000,US,100,US,Medium (51–500 employees),23000
2025,Mid-level,Full-time,Software Engineer,224500,US,0,US,Medium (51–500 employees),23003
2025,Mid-level,Full-time,Software Engineer,109350,US,0,US,Medium (51–500 employees),23004
2025,Senior-level,Full-time,Engineer,114000,CA,0,CA,Medium (51–500 employees),24831
2025,Junior,Full-time,Business Intelligence Analyst,120000,US,0,US,Medium (51–500 employees),24834
2025,Mid-level,Full-time,Product Designer,205000,US,0,US,Medium (51–500 employees),24836
2025,Mid-level,Full-time,Machine Learning Engineer,91000,US,0,US,Medium (51–500 employees),25104
2025,Senior-level,Full-time,Manager,127000,US,0,US,Medium (51–500 employees),25107
2025,Senior-level,Full-time,Software Engineer,295000,US,0,US,Medium (51–500 employees),25109
2025,Senior-level,Full-time,Consultant,124125,US,100,US,Medium (51–500 employees),25195
2025,Senior-level,Full-time,Consultant,70500,US,100,US,Medium (51–500 employees),25196
2025,Senior-level,Full-time,ML Scientist,84750,US,0,US,Medium (51–500 employees),25280
2025,Senior-level,Full-time,Data Engineer,223600,US,100,US,Medium (51–500 employees),25281
2025,Mid-level,Full-time,Product Manager,181000,US,100,US,Medium (51–500 employees),25285
2025,Mid-level,Full-time,Data Analyst,102000,CA,0,CA,Medium (51–500 employees),25364
2025,Senior-level,Full-time,Data Analyst,210000,US,0,US,Medium (51–500 employees),25365
2025,Junior,Full-time,Data Analyst,52631,PT,0,PT,Medium (51–500 employees),25369
2025,Junior,Full-time,Data Analyst,42105,PT,0,PT,Medium (51–500 employees),25370
2025,Senior-level,Full-time,Manager,174000,US,0,US,Medium (51–500 employees),25371
2025,Senior-level,Full-time,Solution Architect,141300,US,0,US,Medium (51–500 employees),26019
2025,Junior,Full-time,Software Engineer,229300,US,0,US,Medium (51–500 employees),26389
2025,Junior,Full-time,Software Engineer,155709,US,0,US,Medium (51–500 employees),26390
2025,Senior-level,Full-time,Software Engineer,245300,CA,100,CA,Medium (51–500 employees),26391
2025,Mid-level,Full-time,Machine Learning Engineer,110000,US,100,US,Medium (51–500 employees),26755
2025,Senior-level,Full-time,Engineer,269000,CA,100,CA,Medium (51–500 employees),26756
2025,Senior-level,Full-time,Engineer,158000,CA,100,CA,Medium (51–500 employees),26757
2025,Mid-level,Full-time,DevOps Engineer,220000,US,0,US,Medium (51–500 employees),26758
2025,Mid-level,Full-time,DevOps Engineer,166000,US,0,US,Medium (51–500 employees),26759
2025,Mid-level,Full-time,Data Analytics Manager,114234,US,100,US,Medium (51–500 employees),26849
2025,Mid-level,Full-time,Data Analytics Manager,69556,US,100,US,Medium (51–500 employees),26850
2025,Senior-level,Full-time,Cloud Developer,138000,US,0,US,Medium (51–500 employees),27669
2025,Senior-level,Full-time,Cloud Developer,86000,US,0,US,Medium (51–500 employees),27670
2025,Junior,Full-time,Software Engineer,128000,US,0,US,Medium (51–500 employees),27671
2025,Mid-level,Full-time,Product Specialist,140000,US,0,US,Medium (51–500 employees),27837
2025,Mid-level,Full-time,Developer,130000,CA,0,CA,Medium (51–500 employees),183
2025,Mid-level,Full-time,Developer,100000,CA,0,CA,Medium (51–500 employees),184
2025,Senior-level,Full-time,Applied Scientist,257500,CA,0,CA,Medium (51–500 employees),185
2025,Senior-level,Full-time,Applied Scientist,142400,CA,0,CA,Medium (51–500 employees),186
2025,Junior,Full-time,Research Engineer,70000,US,0,US,Medium (51–500 employees),27933
2025,Senior-level,Full-time,Data Analyst,68628,US,0,US,Medium (51–500 employees),27935
2025,Junior,Full-time,Insight Analyst,136032,US,100,US,Medium (51–500 employees),27941
2025,Senior-level,Full-time,Data Engineer,137000,US,100,US,Medium (51–500 employees),28024
2025,Mid-level,Full-time,Consultant,72300,US,0,US,Medium (51–500 employees),28026
2025,Mid-level,Full-time,Research Associate,142700,US,0,US,Medium (51–500 employees),28029
2025,Junior,Full-time,Software Engineer,160566,US,100,US,Medium (51–500 employees),28131
2025,Senior-level,Full-time,Engineer,225150,US,0,US,Medium (51–500 employees),28578
2025,Senior-level,Full-time,Business Intelligence Developer,125000,US,0,US,Medium (51–500 employees),28771
2025,Senior-level,Full-time,Business Intelligence Developer,110000,US,0,US,Medium (51–500 employees),28772
2025,Senior-level,Full-time,AI Scientist,104000,US,0,US,Medium (51–500 employees),28774
2025,Senior-level,Full-time,Engineer,250000,US,100,US,Medium (51–500 employees),29043
2025,Senior-level,Full-time,Analytics Engineer,143000,US,0,US,Medium (51–500 employees),29045
2025,Senior-level,Full-time,Analytics Lead,140400,US,0,US,Medium (51–500 employees),29136
2025,Senior-level,Full-time,Machine Learning Engineer,228000,US,100,US,Medium (51–500 employees),29213
2025,Senior-level,Full-time,Machine Learning Engineer,182400,US,100,US,Medium (51–500 employees),29214
2025,Mid-level,Full-time,Analytics Engineer,176000,US,100,US,Medium (51–500 employees),29221
2025,Senior-level,Full-time,AI Scientist,255000,US,100,US,Medium (51–500 employees),29225
2025,Senior-level,Full-time,AI Scientist,216750,US,100,US,Medium (51–500 employees),29226
2025,Senior-level,Full-time,Technical Lead,289050,US,0,US,Medium (51–500 employees),29227
2025,Mid-level,Full-time,Developer,40000,US,0,US,Medium (51–500 employees),29404
2025,Senior-level,Full-time,Machine Learning Engineer,96900,US,0,US,Medium (51–500 employees),29406
2025,Mid-level,Full-time,Data Manager,126000,US,0,US,Medium (51–500 employees),29499
2025,Mid-level,Full-time,Data Manager,55200,US,0,US,Medium (51–500 employees),29500
2025,Senior-level,Full-time,Data Quality Analyst,135300,US,0,US,Medium (51–500 employees),29501
2025,Senior-level,Full-time,Analyst,145100,US,100,US,Medium (51–500 employees),30040
2025,Senior-level,Full-time,Analyst,98600,US,100,US,Medium (51–500 employees),30041
2025,Mid-level,Full-time,Software Engineer,569620,GB,0,GB,Medium (51–500 employees),30044
2025,Mid-level,Full-time,Software Engineer,322784,GB,0,GB,Medium (51–500 employees),30045
2025,Mid-level,Full-time,Research Engineer,370000,US,0,US,Medium (51–500 employees),30046
2025,Senior-level,Full-time,Data Governance Specialist,55200,US,0,US,Medium (51–500 employees),30226
2025,Senior-level,Full-time,Data Lead,176440,US,0,US,Medium (51–500 employees),30227
2025,Senior-level,Full-time,Data Lead,136340,US,0,US,Medium (51–500 employees),30228
2025,Junior,Full-time,Data Analyst,45000,US,0,US,Medium (51–500 employees),30232
2025,Senior-level,Full-time,Data Operations,275000,US,0,US,Medium (51–500 employees),31136
2025,Senior-level,Full-time,Data Operations,165000,US,0,US,Medium (51–500 employees),31137
2025,Senior-level,Full-time,Solutions Architect,109000,US,100,US,Medium (51–500 employees),31241
2025,Director,Full-time,Data Engineer,195230,US,0,US,Medium (51–500 employees),31329
2025,Senior-level,Full-time,Engineer,199000,US,100,US,Medium (51–500 employees),31330
2025,Senior-level,Full-time,Engineer,159200,US,100,US,Medium (51–500 employees),31331
2025,Senior-level,Full-time,Systems Engineer,160000,US,100,US,Medium (51–500 employees),31333
2025,Senior-level,Full-time,Analytics Engineer,191000,US,100,US,Medium (51–500 employees),31334
2025,Mid-level,Full-time,Software Engineer,137200,US,0,US,Medium (51–500 employees),31417
2025,Mid-level,Full-time,Software Developer,110000,US,0,US,Medium (51–500 employees),31422
2025,Mid-level,Full-time,Data Analyst,113000,US,100,US,Medium (51–500 employees),31775
2025,Senior-level,Full-time,Data Analytics Lead,175000,US,100,US,Medium (51–500 employees),31776
2025,Senior-level,Full-time,Data Scientist,242000,CA,0,CA,Medium (51–500 employees),32240
2025,Senior-level,Full-time,Data Scientist,170000,CA,0,CA,Medium (51–500 employees),32241
2025,Mid-level,Full-time,Data Engineer,85600,US,0,US,Medium (51–500 employees),32247
2025,Senior-level,Full-time,Software Engineer,186005,US,100,US,Medium (51–500 employees),32249
2025,Senior-level,Full-time,Software Engineer,191000,CA,100,CA,Medium (51–500 employees),32250
2025,Mid-level,Full-time,Associate,110100,US,100,US,Medium (51–500 employees),32425
2025,Mid-level,Full-time,Product Manager,204600,US,0,US,Medium (51–500 employees),32426
2025,Mid-level,Full-time,Product Manager,150426,US,0,US,Medium (51–500 employees),32427
2025,Junior,Full-time,Analyst,204600,US,0,US,Medium (51–500 employees),32428
2025,Junior,Full-time,Associate,159200,US,100,US,Medium (51–500 employees),32602
2025,Junior,Full-time,Associate,135320,US,100,US,Medium (51–500 employees),32603
2025,Senior-level,Full-time,Site Reliability Engineer,180000,US,100,US,Medium (51–500 employees),32606
2025,Senior-level,Full-time,Site Reliability Engineer,150000,US,100,US,Medium (51–500 employees),32607
2025,Senior-level,Full-time,Business Analyst,130000,US,100,US,Medium (51–500 employees),32610
2025,Mid-level,Full-time,Analytics Engineer,281000,US,100,US,Medium (51–500 employees),32702
2025,Mid-level,Full-time,Analytics Engineer,217000,US,100,US,Medium (51–500 employees),32703
2025,Junior,Full-time,Data Analyst,56040,US,0,US,Medium (51–500 employees),32783
2025,Junior,Full-time,Data Analyst,71943,US,0,US,Medium (51–500 employees),32784
2025,Mid-level,Full-time,Data Infrastructure Engineer,310000,US,100,US,Medium (51–500 employees),33339
2025,Mid-level,Full-time,Data Infrastructure Engineer,225000,US,100,US,Medium (51–500 employees),33340
2025,Mid-level,Full-time,Manager,231000,US,0,US,Medium (51–500 employees),33341
2025,Mid-level,Full-time,Data Scientist,93700,US,100,US,Medium (51–500 employees),33684
2025,Senior-level,Full-time,Developer,132000,US,0,US,Medium (51–500 employees),33787
2025,Mid-level,Full-time,Business Intelligence Developer,127698,US,0,US,Medium (51–500 employees),33790
2025,Mid-level,Full-time,Business Intelligence Developer,85082,US,0,US,Medium (51–500 employees),33791
2025,Senior-level,Full-time,Research Scientist,343200,US,0,US,Medium (51–500 employees),33792
2025,Senior-level,Full-time,Research Scientist,228800,US,0,US,Medium (51–500 employees),33793
2025,Senior-level,Full-time,Full Stack Engineer,122500,US,0,US,Medium (51–500 employees),33877
2025,Senior-level,Full-time,Solutions Architect,237500,US,0,US,Medium (51–500 employees),33878
2025,Senior-level,Full-time,Analyst,175100,US,0,US,Medium (51–500 employees),33882
2025,Senior-level,Full-time,Analyst,105100,US,0,US,Medium (51–500 employees),33883
2025,Mid-level,Full-time,Data Scientist,45263,AT,0,AT,Medium (51–500 employees),33884
2025,Senior-level,Full-time,Data Scientist,206100,US,0,US,Medium (51–500 employees),33886
2025,Senior-level,Full-time,Data Scientist,96600,US,0,US,Medium (51–500 employees),33887
2025,Mid-level,Full-time,Data Scientist,297000,US,0,US,Medium (51–500 employees),34162
2025,Mid-level,Full-time,Data Scientist,168300,US,0,US,Medium (51–500 employees),34163
2025,Junior,Full-time,Data Scientist,145000,US,0,US,Medium (51–500 employees),34166
2025,Senior-level,Full-time,Product Manager,212800,US,0,US,Medium (51–500 employees),34252
2025,Senior-level,Full-time,Product Manager,177300,US,0,US,Medium (51–500 employees),34253
2025,Senior-level,Full-time,Technical Lead,350000,US,0,US,Medium (51–500 employees),34256
2025,Senior-level,Full-time,Technical Lead,250000,US,0,US,Medium (51–500 employees),34257
2025,Senior-level,Full-time,Engineer,90000,US,100,US,Medium (51–500 employees),34615
2025,Senior-level,Full-time,Solution Architect,200000,US,0,US,Medium (51–500 employees),34616
2025,Mid-level,Full-time,Applied Scientist,350000,US,100,US,Medium (51–500 employees),34710
2025,Mid-level,Full-time,Applied Scientist,149000,US,100,US,Medium (51–500 employees),34711
2025,Senior-level,Full-time,Solutions Architect,209000,CA,100,CA,Medium (51–500 employees),34712
2025,Senior-level,Full-time,Solutions Architect,84000,CA,100,CA,Medium (51–500 employees),34713
2025,Senior-level,Full-time,Research Scientist,245000,US,0,US,Medium (51–500 employees),35336
2025,Senior-level,Full-time,Research Scientist,136000,US,0,US,Medium (51–500 employees),35337
2025,Senior-level,Full-time,Research Engineer,245000,US,0,US,Medium (51–500 employees),35338
2025,Mid-level,Full-time,Data Scientist,181500,US,100,US,Medium (51–500 employees),35620
2025,Mid-level,Full-time,Data Scientist,165000,US,100,US,Medium (51–500 employees),35622
2025,Senior-level,Full-time,Engineer,347700,US,0,US,Medium (51–500 employees),36346
2025,Senior-level,Full-time,Software Engineer,161415,US,0,US,Medium (51–500 employees),36353
2025,Senior-level,Full-time,Software Engineer,56842,LT,0,LT,Medium (51–500 employees),36354
2025,Mid-level,Full-time,Software Engineer,123500,US,0,US,Medium (51–500 employees),36531
2025,Director,Full-time,Engineer,334125,US,0,US,Medium (51–500 employees),36532
2025,Director,Full-time,Engineer,200475,US,0,US,Medium (51–500 employees),36533
2025,Mid-level,Full-time,BI Developer,109000,US,100,US,Medium (51–500 employees),36628
2025,Senior-level,Full-time,Data Engineer,81094,LT,0,LT,Medium (51–500 employees),36629
2025,Senior-level,Full-time,Data Engineer,54063,LT,0,LT,Medium (51–500 employees),36630
2025,Mid-level,Full-time,Product Manager,87000,US,0,US,Medium (51–500 employees),36906
2025,Senior-level,Full-time,Data Scientist,249900,US,0,US,Medium (51–500 employees),36981
2025,Senior-level,Full-time,Data Scientist,136300,US,0,US,Medium (51–500 employees),36982
2025,Mid-level,Full-time,Data Scientist,179240,US,0,US,Medium (51–500 employees),36987
2025,Mid-level,Full-time,Data Scientist,93770,US,0,US,Medium (51–500 employees),36988
2025,Senior-level,Full-time,Machine Learning Engineer,514500,US,0,US,Medium (51–500 employees),36995
2025,Senior-level,Full-time,Platform Engineer,350000,US,0,US,Medium (51–500 employees),36997
2025,Mid-level,Full-time,Associate,108000,US,0,US,Medium (51–500 employees),37081
2025,Mid-level,Full-time,Associate,72000,US,0,US,Medium (51–500 employees),37082
2025,Mid-level,Full-time,Machine Learning Engineer,555750,US,0,US,Medium (51–500 employees),37085
2025,Mid-level,Full-time,Machine Learning Engineer,413250,US,0,US,Medium (51–500 employees),37086
2025,Mid-level,Full-time,Product Manager,414000,US,0,US,Medium (51–500 employees),37087
2025,Mid-level,Full-time,Product Manager,294299,US,0,US,Medium (51–500 employees),37088
2025,Senior-level,Full-time,Solutions Architect,162200,CA,0,CA,Medium (51–500 employees),37725
2025,Director,Full-time,Analyst,197500,US,0,US,Medium (51–500 employees),38164
2025,Director,Full-time,Analyst,132500,US,0,US,Medium (51–500 employees),38165
2025,Senior-level,Full-time,Data Engineer,222000,US,100,US,Medium (51–500 employees),38168
2025,Senior-level,Full-time,Consultant,218625,US,0,US,Medium (51–500 employees),38254
2025,Senior-level,Full-time,Consultant,131175,US,0,US,Medium (51–500 employees),38255
2025,Mid-level,Full-time,Product Analyst,112200,US,0,US,Medium (51–500 employees),38260
2025,Mid-level,Full-time,Product Analyst,82000,US,0,US,Medium (51–500 employees),38261
2025,Senior-level,Full-time,Analyst,325000,US,0,US,Medium (51–500 employees),38266
2025,Senior-level,Full-time,Machine Learning Engineer,90000,US,100,US,Medium (51–500 employees),38617
2025,Senior-level,Full-time,Product Manager,164500,US,0,US,Medium (51–500 employees),38619
2025,Senior-level,Full-time,Engineer,425000,US,0,US,Medium (51–500 employees),38622
2025,Senior-level,Full-time,Data Analyst,178000,US,100,US,Medium (51–500 employees),38624
2025,Senior-level,Full-time,Data Analyst,111000,US,100,US,Medium (51–500 employees),38625
2025,Junior,Full-time,Data Analyst,66444,US,0,US,Medium (51–500 employees),38629
2025,Mid-level,Full-time,Systems Engineer,260000,US,0,US,Medium (51–500 employees),38702
2025,Mid-level,Full-time,Systems Engineer,215000,US,0,US,Medium (51–500 employees),38703
2025,Senior-level,Full-time,Product Manager,145000,US,0,US,Medium (51–500 employees),38709
2025,Junior,Full-time,Data Engineer,75949,GB,0,GB,Medium (51–500 employees),38716
2025,Senior-level,Full-time,Data Engineer,122500,US,0,US,Medium (51–500 employees),39077
2025,Junior,Full-time,AI Specialist,40000,US,0,US,Medium (51–500 employees),39989
2025,Mid-level,Full-time,Manager,55000,US,100,US,Medium (51–500 employees),39991
2025,Senior-level,Full-time,Product Manager,163000,US,100,US,Medium (51–500 employees),39994
2025,Senior-level,Full-time,Product Manager,109000,US,100,US,Medium (51–500 employees),39995
2025,Junior,Full-time,Research Scientist,166000,US,100,US,Medium (51–500 employees),40176
2025,Junior,Full-time,Research Scientist,63000,US,100,US,Medium (51–500 employees),40177
2025,Senior-level,Full-time,Associate,127500,US,0,US,Medium (51–500 employees),40181
2025,Mid-level,Full-time,Machine Learning Engineer,220000,CA,100,CA,Medium (51–500 employees),365
2025,Mid-level,Full-time,Machine Learning Engineer,180000,CA,100,CA,Medium (51–500 employees),366
2025,Mid-level,Full-time,Engineer,175000,US,100,US,Medium (51–500 employees),367
2025,Mid-level,Full-time,Engineer,155000,US,100,US,Medium (51–500 employees),368
2025,Senior-level,Full-time,Data Governance Lead,140670,US,0,US,Medium (51–500 employees),40430
2025,Mid-level,Full-time,Data Scientist,87400,US,0,US,Medium (51–500 employees),40434
2025,Senior-level,Full-time,Product Manager,185000,US,100,US,Medium (51–500 employees),40435
2025,Mid-level,Full-time,BI Engineer,144200,CA,100,CA,Medium (51–500 employees),40439
2025,Mid-level,Full-time,BI Engineer,106600,CA,100,CA,Medium (51–500 employees),40440
2025,Mid-level,Full-time,Software Engineer,117000,US,0,US,Medium (51–500 employees),40456
2025,Senior-level,Full-time,Software Engineer,212748,US,0,US,Medium (51–500 employees),40631
2025,Senior-level,Full-time,Manager,153200,CA,0,CA,Medium (51–500 employees),40634
2025,Senior-level,Full-time,Manager,102200,CA,0,CA,Medium (51–500 employees),40635
2025,Mid-level,Full-time,Software Developer,79000,US,0,US,Medium (51–500 employees),40637
2025,Senior-level,Full-time,Data Engineer,104000,US,100,US,Medium (51–500 employees),40989
2025,Senior-level,Full-time,Engineer,223900,US,0,US,Medium (51–500 employees),40996
2025,Junior,Full-time,Research Scientist,52000,US,100,US,Medium (51–500 employees),41726
2025,Mid-level,Full-time,Manager,131974,US,0,US,Medium (51–500 employees),41729
2025,Mid-level,Full-time,Manager,79184,US,0,US,Medium (51–500 employees),41730
2025,Senior-level,Full-time,Research Associate,60948,GB,0,GB,Medium (51–500 employees),42366
2025,Senior-level,Full-time,Research Associate,51262,GB,0,GB,Medium (51–500 employees),42367
2025,Mid-level,Full-time,Solution Architect,165880,US,0,US,Medium (51–500 employees),42370
2025,Mid-level,Full-time,Solution Architect,135720,US,0,US,Medium (51–500 employees),42371
2025,Senior-level,Full-time,Systems Engineer,180000,US,0,US,Medium (51–500 employees),42372
2025,Senior-level,Full-time,Software Development Engineer,322000,US,0,US,Medium (51–500 employees),42552
2025,Senior-level,Full-time,Software Development Engineer,168000,US,0,US,Medium (51–500 employees),42553
